,rounded-date,ABUNDANCE,BIOMAS
177,1997-04-01,0.375,3.665
178,1997-05-01,0.30333333333333334,3.1616666666666666
179,1997-06-01,1.9286363636363637,35.24454545454545
180,1997-07-01,5.2015,95.697
181,1997-08-01,3.7300000000000004,78.9525
182,1997-09-01,2.930909090909091,62.47590909090909
183,1997-10-01,1.2736842105263158,22.013157894736842
184,1997-11-01,,
185,1997-12-01,,
186,1998-01-01,,
187,1998-02-01,1.3,3.755
188,1998-03-01,1.76,5.08
189,1998-04-01,0.945,3.28625
190,1998-05-01,2.9619999999999997,16.4585
191,1998-06-01,3.122666666666667,16.55
192,1998-07-01,2.555,27.4425
193,1998-08-01,4.921666666666667,45.71
194,1998-09-01,1.7200000000000002,8.015714285714285
195,1998-10-01,3.6292857142857144,28.275000000000002
196,1998-11-01,6.206666666666667,33.70666666666667
197,1998-12-01,,
198,1999-01-01,,
199,1999-02-01,0.64,9.1
200,1999-03-01,0.28,4.04
201,1999-04-01,0.33999999999999997,3.185
202,1999-05-01,3.256470588235294,17.935294117647057
203,1999-06-01,4.6344,26.674
204,1999-07-01,7.644,51.463
205,1999-08-01,6.412000000000001,34.443
206,1999-09-01,3.813125,30.835625
207,1999-10-01,3.3183333333333334,27.8925
208,1999-11-01,,
209,1999-12-01,,
210,2000-01-01,,
211,2000-02-01,1.11,11.96
212,2000-03-01,,
213,2000-04-01,0.8066666666666666,6.59
214,2000-05-01,0.5433333333333333,3.9106666666666663
215,2000-06-01,2.1229411764705883,21.301764705882352
216,2000-07-01,3.7947368421052627,29.506842105263157
217,2000-08-01,2.002083333333333,7.62
218,2000-09-01,2.093,5.715
219,2000-10-01,3.970625,14.963750000000001
220,2000-11-01,3.813333333333333,17.203333333333333
221,2000-12-01,,
222,2001-01-01,0.19,1.34
223,2001-02-01,,
224,2001-03-01,,
225,2001-04-01,0.06,0.45
226,2001-05-01,1.0671428571428572,2.14
227,2001-06-01,0.7174999999999999,3.391666666666667
228,2001-07-01,2.1416,15.5204
229,2001-08-01,3.9,17.53421052631579
230,2001-09-01,4.350588235294118,24.388823529411766
231,2001-10-01,3.0366666666666666,30.11
232,2001-11-01,5.0175,58.644999999999996
233,2001-12-01,,
234,2002-01-01,,
235,2002-02-01,,
236,2002-03-01,0.98,8.31
237,2002-04-01,0.6,6.986666666666667
238,2002-05-01,1.3357142857142856,10.65857142857143
239,2002-06-01,1.3075,15.161875
240,2002-07-01,4.83,24.108260869565218
241,2002-08-01,6.845909090909092,28.38590909090909
242,2002-09-01,6.006785714285714,22.86642857142857
243,2002-10-01,5.515,29.326
244,2002-11-01,5.9750000000000005,64.50833333333334
245,2002-12-01,,
246,2003-01-01,,
247,2003-02-01,0.57,4.03
248,2003-03-01,1.18,11.78
249,2003-04-01,1.1440000000000001,11.614
250,2003-05-01,3.170833333333333,5.308333333333333
251,2003-06-01,2.1695238095238096,6.833333333333333
252,2003-07-01,7.262,9.184
253,2003-08-01,4.578695652173913,20.833913043478262
254,2003-09-01,3.359130434782609,15.588260869565216
255,2003-10-01,1.4705,10.8185
256,2003-11-01,0.38,1.8039999999999998
257,2003-12-01,,
258,2004-01-01,,
259,2004-02-01,0.28,0.99
260,2004-03-01,0.27,2.03
261,2004-04-01,0.074,0.256
262,2004-05-01,0.295,1.865
263,2004-06-01,0.6695,4.6295
264,2004-07-01,2.606666666666667,16.482777777777777
265,2004-08-01,2.66125,14.871666666666664
266,2004-09-01,7.420000000000001,39.809090909090905
267,2004-10-01,10.127727272727272,47.55090909090909
268,2004-11-01,5.983333333333333,26.246666666666666
269,2004-12-01,,
270,2005-01-01,,
271,2005-02-01,0.14,1.47
272,2005-03-01,0.06,0.68
273,2005-04-01,0.11333333333333333,0.4033333333333333
274,2005-05-01,1.0803571428571428,2.3685714285714288
275,2005-06-01,2.01,3.9217391304347826
276,2005-07-01,5.1745833333333335,15.4275
277,2005-08-01,7.686000000000001,20.951
278,2005-09-01,10.247916666666667,20.752083333333335
279,2005-10-01,5.799666666666667,25.329
280,2005-11-01,3.3099999999999996,22.57428571428571
281,2005-12-01,,
282,2006-01-01,,
283,2006-02-01,,
284,2006-03-01,,
285,2006-04-01,0.27799999999999997,2.186
286,2006-05-01,1.0816666666666666,3.9000000000000004
287,2006-06-01,0.85,6.600666666666667
288,2006-07-01,1.16125,4.721666666666667
289,2006-08-01,1.8423809523809522,10.180952380952382
290,2006-09-01,2.216470588235294,11.81
291,2006-10-01,1.9204999999999999,14.916
