,rounded-date,ABUNDANCE
227,1999-08-02,4463.35
228,1999-08-09,2148.46
229,1999-08-16,3086.52
230,1999-08-23,4493.61
231,1999-08-30,1649.17
232,1999-09-06,3026.0
233,1999-09-13,2950.35
234,1999-09-20,1936.64
235,1999-09-27,
236,1999-10-04,2284.63
237,1999-10-11,2829.31
238,1999-10-18,
239,1999-10-25,1225.53
240,1999-11-01,2314.89
241,1999-11-08,1739.95
242,1999-11-15,2299.76
243,1999-11-22,1830.73
244,1999-11-29,1966.9
245,1999-12-06,1664.3
246,1999-12-13,1906.38
247,1999-12-20,
248,1999-12-27,
249,2000-01-03,2541.84
250,2000-01-10,
251,2000-01-17,1588.65
252,2000-01-24,3177.3
253,2000-01-31,3313.47
254,2000-02-07,
255,2000-02-14,1528.13
256,2000-02-21,1921.51
257,2000-02-28,1830.73
258,2000-03-06,
259,2000-03-13,3116.78
260,2000-03-20,2904.96
261,2000-03-27,3343.73
262,2000-04-03,2405.67
263,2000-04-10,4992.9
264,2000-04-17,
265,2000-04-24,1195.27
266,2000-05-01,3268.08
267,2000-05-08,5613.23
268,2000-05-15,4115.36
269,2000-05-22,5083.68
270,2000-05-29,1921.51
271,2000-06-05,1921.51
272,2000-06-12,907.8
273,2000-06-19,2814.18
274,2000-06-26,3631.2
275,2000-07-03,2466.19
276,2000-07-10,2178.72
277,2000-07-17,1240.66
278,2000-07-24,938.06
279,2000-07-31,
280,2000-08-07,2269.5
281,2000-08-14,
282,2000-08-21,1891.25
283,2000-08-28,
284,2000-09-04,1845.86
285,2000-09-11,3812.76
286,2000-09-18,1951.77
287,2000-09-25,
288,2000-10-02,
289,2000-10-09,
290,2000-10-16,1891.25
291,2000-10-23,1664.3
292,2000-10-30,
293,2000-11-06,2360.28
294,2000-11-13,514.42
295,2000-11-20,416.075
296,2000-11-27,
297,2000-12-04,
298,2000-12-11,
299,2000-12-18,272.34
300,2000-12-25,
301,2001-01-01,
302,2001-01-08,
303,2001-01-15,847.28
304,2001-01-22,
305,2001-01-29,529.55
306,2001-02-05,1217.965
307,2001-02-12,1286.05
308,2001-02-19,968.32
309,2001-02-26,748.935
310,2001-03-05,1316.31
311,2001-03-12,1671.8649999999998
312,2001-03-19,2299.76
313,2001-03-26,1452.48
314,2001-04-02,2118.2
315,2001-04-09,907.8
316,2001-04-16,801.89
317,2001-04-23,2935.22
318,2001-04-30,2239.24
319,2001-05-07,3441.495
320,2001-05-14,2560.7799999999997
321,2001-05-21,5354.375555555555
322,2001-05-28,3659.9
323,2001-06-04,1618.91
324,2001-06-11,2193.85
325,2001-06-18,
326,2001-06-25,2375.41
327,2001-07-02,4085.1
328,2001-07-09,2738.53
329,2001-07-16,2541.84
330,2001-07-23,3268.08
331,2001-07-30,2193.85
332,2001-08-06,1724.82
333,2001-08-13,1225.53
334,2001-08-20,2224.11
335,2001-08-27,
336,2001-09-03,3600.94
337,2001-09-10,4312.05
338,2001-09-17,2405.67
339,2001-09-24,3510.16
340,2001-10-01,
341,2001-10-08,3252.95
342,2001-10-15,
343,2001-10-22,2678.01
344,2001-10-29,3812.76
