,rounded-date,ABUNDANCE
251,2000-01-17,0.32
252,2000-01-24,75.65
253,2000-01-31,15.24
254,2000-02-07,
255,2000-02-14,30.26
256,2000-02-21,1.12
257,2000-02-28,
258,2000-03-06,
259,2000-03-13,
260,2000-03-20,0.24
261,2000-03-27,45.79
262,2000-04-03,0.24
263,2000-04-10,
264,2000-04-17,
265,2000-04-24,106.23
266,2000-05-01,45.79
267,2000-05-08,61.56
268,2000-05-15,0.4
269,2000-05-22,30.58
270,2000-05-29,76.93
271,2000-06-05,174.87153846153845
272,2000-06-12,154.82823529411763
273,2000-06-19,803.628947368421
274,2000-06-26,31.54
275,2000-07-03,184.2
276,2000-07-10,0.64
277,2000-07-17,242.96
278,2000-07-24,15.45
279,2000-07-31,
280,2000-08-07,16.01
281,2000-08-14,
282,2000-08-21,47.55
283,2000-08-28,
284,2000-09-04,0.88
285,2000-09-11,1.44
286,2000-09-18,2.4
287,2000-09-25,
288,2000-10-02,
289,2000-10-09,2.2666666666666666
290,2000-10-16,22.77608695652174
291,2000-10-23,0.9304761904761905
292,2000-10-30,
293,2000-11-06,0.16
294,2000-11-13,0.16
295,2000-11-20,0.4
296,2000-11-27,
297,2000-12-04,
298,2000-12-11,
299,2000-12-18,15.13
300,2000-12-25,
301,2001-01-01,
302,2001-01-08,
303,2001-01-15,0.04
304,2001-01-22,
305,2001-01-29,15.21
306,2001-02-05,0.16
307,2001-02-12,15.229999999999999
308,2001-02-19,30.34
309,2001-02-26,15.17
310,2001-03-05,0.08
311,2001-03-12,0.06
312,2001-03-19,0.16
313,2001-03-26,0.08
314,2001-04-02,
315,2001-04-09,
316,2001-04-16,30.26
317,2001-04-23,2.4
318,2001-04-30,30.42
319,2001-05-07,0.16
320,2001-05-14,17.25
321,2001-05-21,0.8
322,2001-05-28,15.61
323,2001-06-04,16.09
324,2001-06-11,15.636666666666668
325,2001-06-18,
326,2001-06-25,16.25
327,2001-07-02,183.08
328,2001-07-09,593.75
329,2001-07-16,258.05
330,2001-07-23,773.47
331,2001-07-30,23.535
332,2001-08-06,317.97
333,2001-08-13,196.85
334,2001-08-20,469.03
335,2001-08-27,
336,2001-09-03,786.92
337,2001-09-10,45.55
338,2001-09-17,106.15
339,2001-09-24,30.34
340,2001-10-01,
341,2001-10-08,2.24
342,2001-10-15,
343,2001-10-22,16.09
344,2001-10-29,62.92
