ABUNDANCE,BIOMAS,GENUS_SPECIES,SAMPLE_DESC,PLOT,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
0,9.37134,"Aphanizomenon flos-aquae",42.19_88.1_10_1_1979,,47.330000,8.560000,10,1,1979
0,10.2375,"Aphanizomenon flos-aquae",42.19_88.1_9_1_1991,,47.330000,8.560000,9,1,1991
0,10.2818,"Aphanizomenon flos-aquae",42.19_88.1_4_3_1998,,47.330000,8.560000,4,3,1998
0,11.0087,"Aphanizomenon flos-aquae",42.19_88.1_10_1_1990,,47.330000,8.560000,10,1,1990
0,12.0279,"Aphanizomenon flos-aquae",42.19_88.1_11_1_1989,,47.330000,8.560000,11,1,1989
0,12.5785,"Aphanizomenon flos-aquae",42.19_88.1_9_2_2005,,47.330000,8.560000,9,2,2005
0,15.8098,"Aphanizomenon flos-aquae",42.19_88.1_4_12_1985,,47.330000,8.560000,4,12,1985
0,19.4812,"Aphanizomenon flos-aquae",42.19_88.1_16_12_1992,,47.330000,8.560000,16,12,1992
0,20.047,"Aphanizomenon flos-aquae",42.19_88.1_7_12_1988,,47.330000,8.560000,7,12,1988
0,21.58,"Aphanizomenon flos-aquae",42.19_88.1_17_12_1981,,47.330000,8.560000,17,12,1981
0,32.0163,"Aphanizomenon flos-aquae",42.19_88.1_4_10_1989,,47.330000,8.560000,4,10,1989
0,33.1099,"Aphanizomenon flos-aquae",42.19_88.1_3_9_1986,,47.330000,8.560000,3,9,1986
0,34.8985,"Aphanizomenon flos-aquae",42.19_88.1_14_9_2005,,47.330000,8.560000,14,9,2005
0,41.5869,"Aphanizomenon flos-aquae",42.19_88.1_7_5_1980,,47.330000,8.560000,7,5,1980
0,54.3392,"Aphanizomenon flos-aquae",42.19_88.1_3_7_1996,,47.330000,8.560000,3,7,1996
0,70.8381,"Aphanizomenon flos-aquae",42.19_88.1_7_11_1990,,47.330000,8.560000,7,11,1990
0,72.6679,"Aphanizomenon flos-aquae",42.19_88.1_4_7_1979,,47.330000,8.560000,4,7,1979
0,116.633,"Aphanizomenon flos-aquae",42.19_88.1_7_8_1991,,47.330000,8.560000,7,8,1991
0,135.969,"Aphanizomenon flos-aquae",42.19_88.1_2_11_2005,,47.330000,8.560000,2,11,2005
0,207.347,"Aphanizomenon flos-aquae",42.19_88.1_9_1_1980,,47.330000,8.560000,9,1,1980
0,360.828,"Aphanizomenon flos-aquae",42.19_88.1_7_11_1979,,47.330000,8.560000,7,11,1979
0,1088.46,"Aphanizomenon flos-aquae",42.19_88.1_5_12_1979,,47.330000,8.560000,5,12,1979
0,1.17957,"Aphanocapsa delicatissima",42.19_88.1_5_2_1997,,47.330000,8.560000,5,2,1997
0,1.5345,"Aphanocapsa delicatissima",42.19_88.1_8_3_1995,,47.330000,8.560000,8,3,1995
0,1.5653,"Aphanocapsa delicatissima",42.19_88.1_7_12_1994,,47.330000,8.560000,7,12,1994
0,1.56947,"Aphanocapsa delicatissima",42.19_88.1_6_5_1987,,47.330000,8.560000,6,5,1987
0,1.74979,"Aphanocapsa delicatissima",42.19_88.1_3_2_2010,,47.330000,8.560000,3,2,2010
0,1.88709,"Aphanocapsa delicatissima",42.19_88.1_7_10_1992,,47.330000,8.560000,7,10,1992
0,2.21945,"Aphanocapsa delicatissima",42.19_88.1_9_8_1995,,47.330000,8.560000,9,8,1995
0,2.56823,"Aphanocapsa delicatissima",42.19_88.1_7_12_1988,,47.330000,8.560000,7,12,1988
0,2.6391,"Aphanocapsa delicatissima",42.19_88.1_6_1_2010,,47.330000,8.560000,6,1,2010
0,2.64999,"Aphanocapsa delicatissima",42.19_88.1_1_4_2009,,47.330000,8.560000,1,4,2009
0,2.76293,"Aphanocapsa delicatissima",42.19_88.1_8_4_1992,,47.330000,8.560000,8,4,1992
0,2.79813,"Aphanocapsa delicatissima",42.19_88.1_6_3_1996,,47.330000,8.560000,6,3,1996
0,3.05919,"Aphanocapsa delicatissima",42.19_88.1_9_2_2005,,47.330000,8.560000,9,2,2005
0,3.09035,"Aphanocapsa delicatissima",42.19_88.1_6_2_1991,,47.330000,8.560000,6,2,1991
0,3.20419,"Aphanocapsa delicatissima",42.19_88.1_3_3_1999,,47.330000,8.560000,3,3,1999
0,3.31225,"Aphanocapsa delicatissima",42.19_88.1_12_11_1992,,47.330000,8.560000,12,11,1992
0,3.35597,"Aphanocapsa delicatissima",42.19_88.1_6_5_1992,,47.330000,8.560000,6,5,1992
0,4.00229,"Aphanocapsa delicatissima",42.19_88.1_11_1_1989,,47.330000,8.560000,11,1,1989
0,4.24784,"Aphanocapsa delicatissima",42.19_88.1_9_8_1989,,47.330000,8.560000,9,8,1989
0,4.32586,"Aphanocapsa delicatissima",42.19_88.1_7_4_2010,,47.330000,8.560000,7,4,2010
0,4.4463,"Aphanocapsa delicatissima",42.19_88.1_6_12_1989,,47.330000,8.560000,6,12,1989
0,4.68407,"Aphanocapsa delicatissima",42.19_88.1_9_12_1987,,47.330000,8.560000,9,12,1987
0,4.6935,"Aphanocapsa delicatissima",42.19_88.1_9_3_2005,,47.330000,8.560000,9,3,2005
0,5.0105,"Aphanocapsa delicatissima",42.19_88.1_4_9_1996,,47.330000,8.560000,4,9,1996
0,5.02945,"Aphanocapsa delicatissima",42.19_88.1_5_10_1994,,47.330000,8.560000,5,10,1994
0,5.31866,"Aphanocapsa delicatissima",42.19_88.1_5_2_1992,,47.330000,8.560000,5,2,1992
0,5.3573,"Aphanocapsa delicatissima",42.19_88.1_3_12_1997,,47.330000,8.560000,3,12,1997
0,5.69138,"Aphanocapsa delicatissima",42.19_88.1_2_4_2008,,47.330000,8.560000,2,4,2008
0,5.97026,"Aphanocapsa delicatissima",42.19_88.1_8_1_1992,,47.330000,8.560000,8,1,1992
0,5.99059,"Aphanocapsa delicatissima",42.19_88.1_6_4_2005,,47.330000,8.560000,6,4,2005
0,6.11206,"Aphanocapsa delicatissima",42.19_88.1_7_9_1988,,47.330000,8.560000,7,9,1988
0,6.28523,"Aphanocapsa delicatissima",42.19_88.1_8_11_1995,,47.330000,8.560000,8,11,1995
0,6.49791,"Aphanocapsa delicatissima",42.19_88.1_4_7_2007,,47.330000,8.560000,4,7,2007
0,6.68156,"Aphanocapsa delicatissima",42.19_88.1_7_2_1996,,47.330000,8.560000,7,2,1996
0,7.10367,"Aphanocapsa delicatissima",42.19_88.1_4_3_1992,,47.330000,8.560000,4,3,1992
0,7.34754,"Aphanocapsa delicatissima",42.19_88.1_3_3_2010,,47.330000,8.560000,3,3,2010
0,7.44772,"Aphanocapsa delicatissima",42.19_88.1_6_11_1996,,47.330000,8.560000,6,11,1996
0,7.745,"Aphanocapsa delicatissima",42.19_88.1_8_1_1997,,47.330000,8.560000,8,1,1997
0,8.13037,"Aphanocapsa delicatissima",42.19_88.1_3_10_1990,,47.330000,8.560000,3,10,1990
0,8.41112,"Aphanocapsa delicatissima",42.19_88.1_4_12_1991,,47.330000,8.560000,4,12,1991
0,8.96882,"Aphanocapsa delicatissima",42.19_88.1_9_1_2008,,47.330000,8.560000,9,1,2008
0,9.51364,"Aphanocapsa delicatissima",42.19_88.1_4_2_1998,,47.330000,8.560000,4,2,1998
0,10.039,"Aphanocapsa delicatissima",42.19_88.1_7_9_1994,,47.330000,8.560000,7,9,1994
0,10.8727,"Aphanocapsa delicatissima",42.19_88.1_8_2_2006,,47.330000,8.560000,8,2,2006
0,13.2764,"Aphanocapsa delicatissima",42.19_88.1_8_3_2006,,47.330000,8.560000,8,3,2006
0,17.8431,"Aphanocapsa delicatissima",42.19_88.1_5_9_1990,,47.330000,8.560000,5,9,1990
0,28.5757,"Aphanocapsa delicatissima",42.19_88.1_10_8_1994,,47.330000,8.560000,10,8,1994
0,31.3944,"Aphanocapsa delicatissima",42.19_88.1_7_8_1991,,47.330000,8.560000,7,8,1991
0,53.8652,"Aphanocapsa delicatissima",42.19_88.1_4_10_1989,,47.330000,8.560000,4,10,1989
0,1.111,"Aphanothece sp",42.19_88.1_9_4_1986,,47.330000,8.560000,9,4,1986
0,6.50154,"Aphanothece sp",42.19_88.1_3_9_2008,,47.330000,8.560000,3,9,2008
0,6.58955,"Aphanothece sp",42.19_88.1_7_9_1994,,47.330000,8.560000,7,9,1994
0,14.1394,"Aphanothece sp",42.19_88.1_7_8_1991,,47.330000,8.560000,7,8,1991
0,15.9858,"Aphanothece sp",42.19_88.1_5_10_1983,,47.330000,8.560000,5,10,1983
0,30.9911,"Aphanothece sp",42.19_88.1_5_9_1984,,47.330000,8.560000,5,9,1984
0,34.6458,"Aphanothece sp",42.19_88.1_4_10_2006,,47.330000,8.560000,4,10,2006
0,2792.85,"Aphanothece sp",42.19_88.1_8_8_1984,,47.330000,8.560000,8,8,1984
0,0.74474,"Asterionella formosa",42.19_88.1_3_9_2008,,47.330000,8.560000,3,9,2008
0,1.09679,"Asterionella formosa",42.19_88.1_8_10_1997,,47.330000,8.560000,8,10,1997
0,1.52721,"Asterionella formosa",42.19_88.1_3_12_2008,,47.330000,8.560000,3,12,2008
0,1.62054,"Asterionella formosa",42.19_88.1_5_12_2001,,47.330000,8.560000,5,12,2001
0,1.69628,"Asterionella formosa",42.19_88.1_9_8_2000,,47.330000,8.560000,9,8,2000
0,1.73108,"Asterionella formosa",42.19_88.1_3_10_2007,,47.330000,8.560000,3,10,2007
0,1.73235,"Asterionella formosa",42.19_88.1_5_5_2010,,47.330000,8.560000,5,5,2010
0,1.734,"Asterionella formosa",42.19_88.1_6_1_2010,,47.330000,8.560000,6,1,2010
0,1.83135,"Asterionella formosa",42.19_88.1_5_8_1998,,47.330000,8.560000,5,8,1998
0,1.87248,"Asterionella formosa",42.19_88.1_8_8_2001,,47.330000,8.560000,8,8,2001
0,2.05611,"Asterionella formosa",42.19_88.1_8_9_2010,,47.330000,8.560000,8,9,2010
0,2.19028,"Asterionella formosa",42.19_88.1_3_9_1997,,47.330000,8.560000,3,9,1997
0,2.20443,"Asterionella formosa",42.19_88.1_6_8_2003,,47.330000,8.560000,6,8,2003
0,2.4429,"Asterionella formosa",42.19_88.1_10_7_2006,,47.330000,8.560000,10,7,2006
0,2.54595,"Asterionella formosa",42.19_88.1_2_12_2009,,47.330000,8.560000,2,12,2009
0,2.82098,"Asterionella formosa",42.19_88.1_3_11_1999,,47.330000,8.560000,3,11,1999
0,2.85609,"Asterionella formosa",42.19_88.1_8_9_1999,,47.330000,8.560000,8,9,1999
0,2.86175,"Asterionella formosa",42.19_88.1_6_11_1996,,47.330000,8.560000,6,11,1996
0,2.88612,"Asterionella formosa",42.19_88.1_8_12_1999,,47.330000,8.560000,8,12,1999
0,3.02016,"Asterionella formosa",42.19_88.1_4_9_2002,,47.330000,8.560000,4,9,2002
0,3.02843,"Asterionella formosa",42.19_88.1_4_12_1996,,47.330000,8.560000,4,12,1996
0,3.34472,"Asterionella formosa",42.19_88.1_10_1_2001,,47.330000,8.560000,10,1,2001
0,3.36661,"Asterionella formosa",42.19_88.1_5_9_2007,,47.330000,8.560000,5,9,2007
0,3.39058,"Asterionella formosa",42.19_88.1_5_11_2008,,47.330000,8.560000,5,11,2008
0,3.53011,"Asterionella formosa",42.19_88.1_7_12_1994,,47.330000,8.560000,7,12,1994
0,3.77472,"Asterionella formosa",42.19_88.1_6_7_1983,,47.330000,8.560000,6,7,1983
0,3.78335,"Asterionella formosa",42.19_88.1_4_6_1997,,47.330000,8.560000,4,6,1997
0,3.92867,"Asterionella formosa",42.19_88.1_2_4_2008,,47.330000,8.560000,2,4,2008
0,4.0634,"Asterionella formosa",42.19_88.1_4_10_2006,,47.330000,8.560000,4,10,2006
0,4.13213,"Asterionella formosa",42.19_88.1_6_6_2001,,47.330000,8.560000,6,6,2001
0,4.17114,"Asterionella formosa",42.19_88.1_8_11_1995,,47.330000,8.560000,8,11,1995
0,4.28371,"Asterionella formosa",42.19_88.1_6_10_2004,,47.330000,8.560000,6,10,2004
0,4.41597,"Asterionella formosa",42.19_88.1_2_5_2007,,47.330000,8.560000,2,5,2007
0,4.49918,"Asterionella formosa",42.19_88.1_9_1_2002,,47.330000,8.560000,9,1,2002
0,4.59168,"Asterionella formosa",42.19_88.1_5_12_2007,,47.330000,8.560000,5,12,2007
0,4.6354,"Asterionella formosa",42.19_88.1_6_8_2008,,47.330000,8.560000,6,8,2008
0,4.69087,"Asterionella formosa",42.19_88.1_5_1_2000,,47.330000,8.560000,5,1,2000
0,4.76945,"Asterionella formosa",42.19_88.1_13_6_1990,,47.330000,8.560000,13,6,1990
0,4.99455,"Asterionella formosa",42.19_88.1_10_1_1996,,47.330000,8.560000,10,1,1996
0,5.19895,"Asterionella formosa",42.19_88.1_6_8_1997,,47.330000,8.560000,6,8,1997
0,5.2174,"Asterionella formosa",42.19_88.1_5_7_2000,,47.330000,8.560000,5,7,2000
0,5.28453,"Asterionella formosa",42.19_88.1_4_6_2008,,47.330000,8.560000,4,6,2008
0,5.38254,"Asterionella formosa",42.19_88.1_4_8_2004,,47.330000,8.560000,4,8,2004
0,5.50782,"Asterionella formosa",42.19_88.1_6_10_1982,,47.330000,8.560000,6,10,1982
0,5.55971,"Asterionella formosa",42.19_88.1_6_6_2007,,47.330000,8.560000,6,6,2007
0,5.56623,"Asterionella formosa",42.19_88.1_3_2_2010,,47.330000,8.560000,3,2,2010
0,5.59094,"Asterionella formosa",42.19_88.1_5_8_2009,,47.330000,8.560000,5,8,2009
0,5.62155,"Asterionella formosa",42.19_88.1_7_5_2008,,47.330000,8.560000,7,5,2008
0,5.74686,"Asterionella formosa",42.19_88.1_9_10_2002,,47.330000,8.560000,9,10,2002
0,5.82784,"Asterionella formosa",42.19_88.1_6_10_1999,,47.330000,8.560000,6,10,1999
0,5.89513,"Asterionella formosa",42.19_88.1_6_9_2000,,47.330000,8.560000,6,9,2000
0,6.01412,"Asterionella formosa",42.19_88.1_8_9_2004,,47.330000,8.560000,8,9,2004
0,6.02752,"Asterionella formosa",42.19_88.1_7_2_2007,,47.330000,8.560000,7,2,2007
0,6.04258,"Asterionella formosa",42.19_88.1_6_12_1995,,47.330000,8.560000,6,12,1995
0,6.23103,"Asterionella formosa",42.19_88.1_7_2_2001,,47.330000,8.560000,7,2,2001
0,6.62208,"Asterionella formosa",42.19_88.1_9_6_2004,,47.330000,8.560000,9,6,2004
0,6.73019,"Asterionella formosa",42.19_88.1_3_11_2010,,47.330000,8.560000,3,11,2010
0,6.90987,"Asterionella formosa",42.19_88.1_3_12_1997,,47.330000,8.560000,3,12,1997
0,7.03021,"Asterionella formosa",42.19_88.1_5_1_2005,,47.330000,8.560000,5,1,2005
0,7.09259,"Asterionella formosa",42.19_88.1_6_12_2006,,47.330000,8.560000,6,12,2006
0,7.30027,"Asterionella formosa",42.19_88.1_3_12_2003,,47.330000,8.560000,3,12,2003
0,7.42184,"Asterionella formosa",42.19_88.1_4_8_1993,,47.330000,8.560000,4,8,1993
0,7.67555,"Asterionella formosa",42.19_88.1_5_1_1994,,47.330000,8.560000,5,1,1994
0,7.77544,"Asterionella formosa",42.19_88.1_11_12_2002,,47.330000,8.560000,11,12,2002
0,7.79153,"Asterionella formosa",42.19_88.1_2_11_2005,,47.330000,8.560000,2,11,2005
0,7.80404,"Asterionella formosa",42.19_88.1_9_11_1977,,47.330000,8.560000,9,11,1977
0,8.1169,"Asterionella formosa",42.19_88.1_9_7_2008,,47.330000,8.560000,9,7,2008
0,8.37501,"Asterionella formosa",42.19_88.1_4_3_2009,,47.330000,8.560000,4,3,2009
0,8.42093,"Asterionella formosa",42.19_88.1_8_4_1992,,47.330000,8.560000,8,4,1992
0,8.63521,"Asterionella formosa",42.19_88.1_4_8_1999,,47.330000,8.560000,4,8,1999
0,8.64417,"Asterionella formosa",42.19_88.1_8_12_2004,,47.330000,8.560000,8,12,2004
0,8.89405,"Asterionella formosa",42.19_88.1_1_12_2010,,47.330000,8.560000,1,12,2010
0,8.90414,"Asterionella formosa",42.19_88.1_6_2_1980,,47.330000,8.560000,6,2,1980
0,9.15448,"Asterionella formosa",42.19_88.1_9_1_2008,,47.330000,8.560000,9,1,2008
0,9.42287,"Asterionella formosa",42.19_88.1_8_11_2006,,47.330000,8.560000,8,11,2006
0,9.46368,"Asterionella formosa",42.19_88.1_4_7_2001,,47.330000,8.560000,4,7,2001
0,9.47409,"Asterionella formosa",42.19_88.1_2_4_2007,,47.330000,8.560000,2,4,2007
0,9.76737,"Asterionella formosa",42.19_88.1_8_1_1997,,47.330000,8.560000,8,1,1997
0,9.92009,"Asterionella formosa",42.19_88.1_5_2_1992,,47.330000,8.560000,5,2,1992
0,9.97052,"Asterionella formosa",42.19_88.1_9_2_2005,,47.330000,8.560000,9,2,2005
0,9.97299,"Asterionella formosa",42.19_88.1_11_1_1995,,47.330000,8.560000,11,1,1995
0,10.1062,"Asterionella formosa",42.19_88.1_8_2_1978,,47.330000,8.560000,8,2,1978
0,10.3401,"Asterionella formosa",42.19_88.1_4_11_1987,,47.330000,8.560000,4,11,1987
0,10.454,"Asterionella formosa",42.19_88.1_4_7_2007,,47.330000,8.560000,4,7,2007
0,10.6578,"Asterionella formosa",42.19_88.1_5_8_1976,,47.330000,8.560000,5,8,1976
0,10.9986,"Asterionella formosa",42.19_88.1_9_12_1998,,47.330000,8.560000,9,12,1998
0,11.2243,"Asterionella formosa",42.19_88.1_8_3_2006,,47.330000,8.560000,8,3,2006
0,11.7124,"Asterionella formosa",42.19_88.1_9_2_2000,,47.330000,8.560000,9,2,2000
0,11.7185,"Asterionella formosa",42.19_88.1_5_11_1997,,47.330000,8.560000,5,11,1997
0,11.9113,"Asterionella formosa",42.19_88.1_6_5_1998,,47.330000,8.560000,6,5,1998
0,11.9398,"Asterionella formosa",42.19_88.1_5_2_2003,,47.330000,8.560000,5,2,2003
0,11.9925,"Asterionella formosa",42.19_88.1_9_10_1996,,47.330000,8.560000,9,10,1996
0,12.0653,"Asterionella formosa",42.19_88.1_14_9_2005,,47.330000,8.560000,14,9,2005
0,12.3776,"Asterionella formosa",42.19_88.1_5_5_2004,,47.330000,8.560000,5,5,2004
0,12.5149,"Asterionella formosa",42.19_88.1_10_4_2002,,47.330000,8.560000,10,4,2002
0,12.5754,"Asterionella formosa",42.19_88.1_6_1_1993,,47.330000,8.560000,6,1,1993
0,12.8746,"Asterionella formosa",42.19_88.1_4_4_2001,,47.330000,8.560000,4,4,2001
0,13.24,"Asterionella formosa",42.19_88.1_8_1_1992,,47.330000,8.560000,8,1,1992
0,13.3798,"Asterionella formosa",42.19_88.1_6_11_2002,,47.330000,8.560000,6,11,2002
0,13.5039,"Asterionella formosa",42.19_88.1_7_7_1993,,47.330000,8.560000,7,7,1993
0,13.6144,"Asterionella formosa",42.19_88.1_8_4_1998,,47.330000,8.560000,8,4,1998
0,13.8999,"Asterionella formosa",42.19_88.1_7_3_2007,,47.330000,8.560000,7,3,2007
0,14.1639,"Asterionella formosa",42.19_88.1_6_2_1991,,47.330000,8.560000,6,2,1991
0,14.234,"Asterionella formosa",42.19_88.1_4_4_1979,,47.330000,8.560000,4,4,1979
0,14.2793,"Asterionella formosa",42.19_88.1_11_7_1990,,47.330000,8.560000,11,7,1990
0,14.3387,"Asterionella formosa",42.19_88.1_4_10_1978,,47.330000,8.560000,4,10,1978
0,14.5741,"Asterionella formosa",42.19_88.1_5_3_1980,,47.330000,8.560000,5,3,1980
0,14.5871,"Asterionella formosa",42.19_88.1_6_4_2005,,47.330000,8.560000,6,4,2005
0,14.7487,"Asterionella formosa",42.19_88.1_7_7_1999,,47.330000,8.560000,7,7,1999
0,14.9446,"Asterionella formosa",42.19_88.1_3_2_1982,,47.330000,8.560000,3,2,1982
0,15.3294,"Asterionella formosa",42.19_88.1_3_3_1982,,47.330000,8.560000,3,3,1982
0,15.5756,"Asterionella formosa",42.19_88.1_9_3_1983,,47.330000,8.560000,9,3,1983
0,15.6429,"Asterionella formosa",42.19_88.1_6_7_2005,,47.330000,8.560000,6,7,2005
0,16.1404,"Asterionella formosa",42.19_88.1_7_4_1988,,47.330000,8.560000,7,4,1988
0,16.3125,"Asterionella formosa",42.19_88.1_8_2_2006,,47.330000,8.560000,8,2,2006
0,16.4741,"Asterionella formosa",42.19_88.1_6_3_1978,,47.330000,8.560000,6,3,1978
0,16.9698,"Asterionella formosa",42.19_88.1_3_7_1991,,47.330000,8.560000,3,7,1991
0,16.9744,"Asterionella formosa",42.19_88.1_9_3_2005,,47.330000,8.560000,9,3,2005
0,17.0186,"Asterionella formosa",42.19_88.1_7_1_1998,,47.330000,8.560000,7,1,1998
0,17.145,"Asterionella formosa",42.19_88.1_6_2_2008,,47.330000,8.560000,6,2,2008
0,17.6024,"Asterionella formosa",42.19_88.1_8_2_1995,,47.330000,8.560000,8,2,1995
0,17.9657,"Asterionella formosa",42.19_88.1_6_3_1991,,47.330000,8.560000,6,3,1991
0,18.7053,"Asterionella formosa",42.19_88.1_6_1_1999,,47.330000,8.560000,6,1,1999
0,18.7221,"Asterionella formosa",42.19_88.1_7_2_1990,,47.330000,8.560000,7,2,1990
0,18.7872,"Asterionella formosa",42.19_88.1_8_8_1990,,47.330000,8.560000,8,8,1990
0,18.8766,"Asterionella formosa",42.19_88.1_3_3_2010,,47.330000,8.560000,3,3,2010
0,18.9336,"Asterionella formosa",42.19_88.1_9_2_1987,,47.330000,8.560000,9,2,1987
0,19.019,"Asterionella formosa",42.19_88.1_3_3_1999,,47.330000,8.560000,3,3,1999
0,19.5496,"Asterionella formosa",42.19_88.1_5_3_2008,,47.330000,8.560000,5,3,2008
0,20.2225,"Asterionella formosa",42.19_88.1_6_3_1996,,47.330000,8.560000,6,3,1996
0,20.3317,"Asterionella formosa",42.19_88.1_4_10_1995,,47.330000,8.560000,4,10,1995
0,21.0253,"Asterionella formosa",42.19_88.1_7_12_2005,,47.330000,8.560000,7,12,2005
0,21.6047,"Asterionella formosa",42.19_88.1_4_4_1984,,47.330000,8.560000,4,4,1984
0,21.7542,"Asterionella formosa",42.19_88.1_4_8_2010,,47.330000,8.560000,4,8,2010
0,21.7668,"Asterionella formosa",42.19_88.1_7_1_2004,,47.330000,8.560000,7,1,2004
0,22.3544,"Asterionella formosa",42.19_88.1_5_4_2006,,47.330000,8.560000,5,4,2006
0,22.4838,"Asterionella formosa",42.19_88.1_8_4_1987,,47.330000,8.560000,8,4,1987
0,22.702,"Asterionella formosa",42.19_88.1_8_3_1995,,47.330000,8.560000,8,3,1995
0,22.9122,"Asterionella formosa",42.19_88.1_5_12_1990,,47.330000,8.560000,5,12,1990
0,22.976,"Asterionella formosa",42.19_88.1_8_6_2005,,47.330000,8.560000,8,6,2005
0,23.0469,"Asterionella formosa",42.19_88.1_8_6_1994,,47.330000,8.560000,8,6,1994
0,23.6152,"Asterionella formosa",42.19_88.1_12_11_1992,,47.330000,8.560000,12,11,1992
0,24.0892,"Asterionella formosa",42.19_88.1_4_12_1985,,47.330000,8.560000,4,12,1985
0,24.8447,"Asterionella formosa",42.19_88.1_3_8_2005,,47.330000,8.560000,3,8,2005
0,24.9447,"Asterionella formosa",42.19_88.1_5_11_1986,,47.330000,8.560000,5,11,1986
0,25.3876,"Asterionella formosa",42.19_88.1_6_8_1980,,47.330000,8.560000,6,8,1980
0,25.7675,"Asterionella formosa",42.19_88.1_5_2_1997,,47.330000,8.560000,5,2,1997
0,26.7053,"Asterionella formosa",42.19_88.1_4_1_2006,,47.330000,8.560000,4,1,2006
0,26.7638,"Asterionella formosa",42.19_88.1_5_10_2005,,47.330000,8.560000,5,10,2005
0,26.834,"Asterionella formosa",42.19_88.1_3_3_1986,,47.330000,8.560000,3,3,1986
0,27.6153,"Asterionella formosa",42.19_88.1_6_5_1987,,47.330000,8.560000,6,5,1987
0,27.7851,"Asterionella formosa",42.19_88.1_3_2_1993,,47.330000,8.560000,3,2,1993
0,28.0882,"Asterionella formosa",42.19_88.1_5_3_2003,,47.330000,8.560000,5,3,2003
0,28.2584,"Asterionella formosa",42.19_88.1_9_2_1994,,47.330000,8.560000,9,2,1994
0,28.6096,"Asterionella formosa",42.19_88.1_6_1_1982,,47.330000,8.560000,6,1,1982
0,29.6998,"Asterionella formosa",42.19_88.1_3_2_1999,,47.330000,8.560000,3,2,1999
0,30.6386,"Asterionella formosa",42.19_88.1_3_4_1997,,47.330000,8.560000,3,4,1997
0,31.4527,"Asterionella formosa",42.19_88.1_1_7_2009,,47.330000,8.560000,1,7,2009
0,32.5117,"Asterionella formosa",42.19_88.1_3_4_1996,,47.330000,8.560000,3,4,1996
0,32.5266,"Asterionella formosa",42.19_88.1_7_11_1990,,47.330000,8.560000,7,11,1990
0,32.538,"Asterionella formosa",42.19_88.1_6_3_1985,,47.330000,8.560000,6,3,1985
0,32.6502,"Asterionella formosa",42.19_88.1_8_2_1984,,47.330000,8.560000,8,2,1984
0,32.7486,"Asterionella formosa",42.19_88.1_7_5_1980,,47.330000,8.560000,7,5,1980
0,33.1067,"Asterionella formosa",42.19_88.1_7_4_2004,,47.330000,8.560000,7,4,2004
0,33.3085,"Asterionella formosa",42.19_88.1_4_2_1998,,47.330000,8.560000,4,2,1998
0,33.5573,"Asterionella formosa",42.19_88.1_3_12_1986,,47.330000,8.560000,3,12,1986
0,34.2717,"Asterionella formosa",42.19_88.1_4_5_1983,,47.330000,8.560000,4,5,1983
0,34.5436,"Asterionella formosa",42.19_88.1_2_5_2001,,47.330000,8.560000,2,5,2001
0,34.6823,"Asterionella formosa",42.19_88.1_12_5_1986,,47.330000,8.560000,12,5,1986
