ABUNDANCE,BIOMAS,GENUS_SPECIES,SAMPLE_DESC,PLOT,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
0.02,0.02,"Chydorus sphaericus",18_2_1986_43.21028_-75.92278,,43.210280,-75.922780,18,2,1986
0.02,0.43,"Chydorus sphaericus",5_5_1982_43.18083_-75.92639,,43.180830,-75.926390,5,5,1982
0.02,0.02,"Chydorus sphaericus",7_4_1998_43.18083_-75.92639,,43.180830,-75.926390,7,4,1998
0.02,0.03,"Chydorus sphaericus",7_4_1986_43.21028_-75.92278,,43.210280,-75.922780,7,4,1986
0.02,0.22,"Daphnia mendotae",8_9_1980_43.19472_-75.85361,,43.194720,-75.853610,8,9,1980
0.02,0.16,"Daphnia mendotae",29_3_1995_43.18083_-75.92639,,43.180830,-75.926390,29,3,1995
0.02,0.47,"Daphnia mendotae",7_4_1998_43.18083_-75.92639,,43.180830,-75.926390,7,4,1998
0.02,0.25,"Daphnia mendotae",3_4_1995_43.18083_-75.92639,,43.180830,-75.926390,3,4,1995
0.02,0.12,"Daphnia mendotae",19_4_2004_43.18083_-75.92639,,43.180830,-75.926390,19,4,2004
0.02,0.28,"Daphnia mendotae",14_4_1998_43.18083_-75.92639,,43.180830,-75.926390,14,4,1998
0.02,0.21,"Daphnia mendotae",29_6_1981_43.18611_-75.77083,,43.186110,-75.770830,29,6,1981
0.02,0.21,"Daphnia mendotae",10_4_1981_43.18083_-75.92639,,43.180830,-75.926390,10,4,1981
0.02,0.65,"Daphnia pulicaria",13_4_2000_43.18083_-75.92639,,43.180830,-75.926390,13,4,2000
0.02,0.17,"Daphnia pulicaria",7_4_1986_43.21028_-75.92278,,43.210280,-75.922780,7,4,1986
0.02,0.09,"Diaphanosoma sp",26_8_1994_43.21028_-75.92278,,43.210280,-75.922780,26,8,1994
0.02,0.02,"Diaptomus minutus",13_4_2000_43.18083_-75.92639,,43.180830,-75.926390,13,4,2000
0.02,0.25,"Skistodiaptomus oregonensis",9_7_2001_43.22111_-76.04444,,43.221110,-76.044440,9,7,2001
0.02,0.36,"Skistodiaptomus oregonensis",3_4_1995_43.18083_-75.92639,,43.180830,-75.926390,3,4,1995
0.02,1.06,"Epischura lacustris",11_11_1985_43.21028_-75.92278,,43.210280,-75.922780,11,11,1985
0.02,0.69,"Epischura lacustris",15_4_1985_43.18083_-75.92639,,43.180830,-75.926390,15,4,1985
0.02,0.21,"Epischura lacustris",5_5_1982_43.18083_-75.92639,,43.180830,-75.926390,5,5,1982
0.02,0.23,"Epischura lacustris",17_3_1999_43.18083_-75.92639,,43.180830,-75.926390,17,3,1999
0.02,0.16,"Epischura lacustris",5_5_1982_43.21028_-75.92278,,43.210280,-75.922780,5,5,1982
0.02,0.56,"Epischura lacustris",16_2_1982_43.21028_-75.92278,,43.210280,-75.922780,16,2,1982
0.02,0.04,"Eubosmina coregoni",15_4_1985_43.18083_-75.92639,,43.180830,-75.926390,15,4,1985
0.02,0.05,"Eubosmina coregoni",7_4_1986_43.21028_-75.92278,,43.210280,-75.922780,7,4,1986
0.02,0.07,"Eubosmina coregoni",13_4_2000_43.18083_-75.92639,,43.180830,-75.926390,13,4,2000
0.02,2.5,"Leptodora kindtii",27_8_1979_43.18611_-75.77083,,43.186110,-75.770830,27,8,1979
0.02,2.5,"Leptodora kindtii",18_5_1979_43.18083_-75.92639,,43.180830,-75.926390,18,5,1979
0.02,2.5,"Leptodora kindtii",6_8_1979_43.18611_-75.77083,,43.186110,-75.770830,6,8,1979
0.02,0.09,"Mesocyclops edax",7_6_1993_43.21028_-75.92278,,43.210280,-75.922780,7,6,1993
0.02,0.17,"Mesocyclops edax",14_6_1993_43.18611_-75.77083,,43.186110,-75.770830,14,6,1993
0.02,0.1,"Mesocyclops edax",15_4_1985_43.18083_-75.92639,,43.180830,-75.926390,15,4,1985
0.02,0.12,"Calanoid copepodid",19_4_2004_43.18083_-75.92639,,43.180830,-75.926390,19,4,2004
0.02,0.03,"Cyclopoid copepodids",9_7_2001_43.22111_-76.04444,,43.221110,-76.044440,9,7,2001
0.02,0.23,"Diaptomus sicilis",10_2_1995_43.18083_-75.92639,,43.180830,-75.926390,10,2,1995
0.02,0.07,"Eucyclops sp",10_4_2002_43.18083_-75.92639,,43.180830,-75.926390,10,4,2002
0.02,0.1,"Harpacticoid copepod",15_4_2002_43.21028_-75.92278,,43.210280,-75.922780,15,4,2002
0.02,0.06,"Harpacticoid copepod",10_2_1998_43.18083_-75.92639,,43.180830,-75.926390,10,2,1998
0.02,0.04,"Harpacticoid copepod",7_4_1986_43.18083_-75.92639,,43.180830,-75.926390,7,4,1986
0.03,0.21,"Acanthocyclops vernalis",1_3_2004_43.18083_-75.92639,,43.180830,-75.926390,1,3,2004
0.03,0.03,"Bosmina longirostris",17_4_2006_43.18083_-75.92639,,43.180830,-75.926390,17,4,2006
0.03,0.06,"Bosmina longirostris",14_6_1982_43.21028_-75.92278,,43.210280,-75.922780,14,6,1982
0.03,0.12,"Bosmina longirostris",21_6_1982_43.18611_-75.77083,,43.186110,-75.770830,21,6,1982
0.03,0.03,"Bosmina longirostris",12_4_1977_43.18083_-75.92639,,43.180830,-75.926390,12,4,1977
0.03,0.05,"Bosmina longirostris",30_3_1998_43.18083_-75.92639,,43.180830,-75.926390,30,3,1998
0.03,0.06,"Bosmina longirostris",14_4_1993_43.18083_-75.92639,,43.180830,-75.926390,14,4,1993
0.03,0.05,"Chydorus sphaericus",15_4_1998_43.18083_-75.92639,,43.180830,-75.926390,15,4,1998
0.03,0.01,"Chydorus sphaericus",28_4_2002_43.22111_-76.04444,,43.221110,-76.044440,28,4,2002
0.03,0.41,"Daphnia mendotae",12_9_1994_43.19472_-75.85361,,43.194720,-75.853610,12,9,1994
0.03,0.41,"Daphnia mendotae",19_9_1994_43.19472_-75.85361,,43.194720,-75.853610,19,9,1994
0.03,0.24,"Daphnia mendotae",9_7_1979_43.19472_-75.85361,,43.194720,-75.853610,9,7,1979
0.03,0.32,"Daphnia mendotae",5_5_1981_43.21028_-75.92278,,43.210280,-75.922780,5,5,1981
0.03,0.48,"Daphnia mendotae",27_8_1979_43.21028_-75.92278,,43.210280,-75.922780,27,8,1979
0.03,0.3,"Daphnia mendotae",8_4_2004_43.18083_-75.92639,,43.180830,-75.926390,8,4,2004
0.03,0.4,"Daphnia pulicaria",7_4_1986_43.18083_-75.92639,,43.180830,-75.926390,7,4,1986
0.03,0.15,"Daphnia pulicaria",10_1_1986_43.21028_-75.92278,,43.210280,-75.922780,10,1,1986
0.03,0.12,"Daphnia pulicaria",14_4_1986_43.18083_-75.92639,,43.180830,-75.926390,14,4,1986
0.03,0.43,"Daphnia pulicaria",15_10_1980_43.21028_-75.92278,,43.210280,-75.922780,15,10,1980
0.03,0.23,"Daphnia pulicaria",9_2_2000_43.18083_-75.92639,,43.180830,-75.926390,9,2,2000
0.03,0.86,"Daphnia pulicaria",17_4_2006_43.18083_-75.92639,,43.180830,-75.926390,17,4,2006
0.03,0.24,"Daphnia pulicaria",8_4_1985_43.18083_-75.92639,,43.180830,-75.926390,8,4,1985
0.03,0.06,"Diacyclops thomasi",22_4_1975_43.18083_-75.92639,,43.180830,-75.926390,22,4,1975
0.03,0.67,"Diaphanosoma sp",19_9_1994_43.19472_-75.85361,,43.194720,-75.853610,19,9,1994
0.03,0.1,"Skistodiaptomus oregonensis",8_4_2004_43.18083_-75.92639,,43.180830,-75.926390,8,4,2004
0.03,1.75,"Skistodiaptomus oregonensis",19_9_1994_43.19472_-75.85361,,43.194720,-75.853610,19,9,1994
0.03,0.32,"Skistodiaptomus oregonensis",17_10_1979_43.18083_-75.92639,,43.180830,-75.926390,17,10,1979
0.03,0.18,"Skistodiaptomus oregonensis",10_2_1995_43.18083_-75.92639,,43.180830,-75.926390,10,2,1995
0.03,0.44,"Skistodiaptomus oregonensis",19_9_1994_43.18083_-75.92639,,43.180830,-75.926390,19,9,1994
0.03,0.29,"Skistodiaptomus oregonensis",1_5_2006_43.22111_-76.04444,,43.221110,-76.044440,1,5,2006
0.03,0.15,"Epischura lacustris",12_2_2004_43.18083_-75.92639,,43.180830,-75.926390,12,2,2004
0.03,0.17,"Epischura lacustris",14_4_1986_43.18083_-75.92639,,43.180830,-75.926390,14,4,1986
0.03,0.06,"Eubosmina coregoni",17_4_2006_43.18083_-75.92639,,43.180830,-75.926390,17,4,2006
0.03,0.06,"Eubosmina coregoni",28_4_2002_43.22111_-76.04444,,43.221110,-76.044440,28,4,2002
0.03,0.03,"Eubosmina coregoni",16_2_1998_43.18083_-75.92639,,43.180830,-75.926390,16,2,1998
0.03,0.1,"Eubosmina coregoni",31_5_2000_43.18083_-75.92639,,43.180830,-75.926390,31,5,2000
0.03,0.09,"Eubosmina coregoni",24_2_1986_43.18083_-75.92639,,43.180830,-75.926390,24,2,1986
0.03,3.75,"Leptodora kindtii",22_10_1979_43.19472_-75.85361,,43.194720,-75.853610,22,10,1979
0.03,3.75,"Leptodora kindtii",2_7_1979_43.21028_-75.92278,,43.210280,-75.922780,2,7,1979
0.03,3.75,"Leptodora kindtii",27_8_1979_43.19472_-75.85361,,43.194720,-75.853610,27,8,1979
0.03,3.75,"Leptodora kindtii",17_9_1979_43.18083_-75.92639,,43.180830,-75.926390,17,9,1979
0.03,3.78,"Leptodora kindtii",29_6_1981_43.18083_-75.92639,,43.180830,-75.926390,29,6,1981
0.03,3.75,"Leptodora kindtii",17_9_1979_43.18611_-75.77083,,43.186110,-75.770830,17,9,1979
0.03,0.28,"Mesocyclops edax",15_4_1998_43.18083_-75.92639,,43.180830,-75.926390,15,4,1998
0.03,0.16,"Mesocyclops edax",29_6_1981_43.18083_-75.92639,,43.180830,-75.926390,29,6,1981
0.03,0.11,"Mesocyclops edax",8_4_1985_43.18083_-75.92639,,43.180830,-75.926390,8,4,1985
0.03,0.07,"Cyclopoid copepodids",1_5_2006_43.22111_-76.04444,,43.221110,-76.044440,1,5,2006
0.03,0.11,"Cyclopoid copepodids",12_2_2004_43.18083_-75.92639,,43.180830,-75.926390,12,2,2004
0.03,0.02,"Harpacticoid copepod",9_2_2000_43.18083_-75.92639,,43.180830,-75.926390,9,2,2000
0.04,0.23,"Acanthocyclops vernalis",25_4_2005_43.18083_-75.92639,,43.180830,-75.926390,25,4,2005
0.04,0.15,"Alona sp",15_4_2002_43.18611_-75.77083,,43.186110,-75.770830,15,4,2002
0.04,0.06,"Bosmina longirostris",15_4_2002_43.18611_-75.77083,,43.186110,-75.770830,15,4,2002
0.04,0.02,"Bosmina longirostris",19_4_2004_43.18083_-75.92639,,43.180830,-75.926390,19,4,2004
0.04,0.04,"Bosmina longirostris",7_6_1993_43.21028_-75.92278,,43.210280,-75.922780,7,6,1993
0.04,0.08,"Bosmina longirostris",19_1_1981_43.18083_-75.92639,,43.180830,-75.926390,19,1,1981
0.04,0.08,"Bosmina longirostris",10_4_1981_43.18083_-75.92639,,43.180830,-75.926390,10,4,1981
0.04,0.11,"Bosmina longirostris",11_4_2006_43.18083_-75.92639,,43.180830,-75.926390,11,4,2006
0.04,0.07,"Bosmina longirostris",7_3_1985_43.18083_-75.92639,,43.180830,-75.926390,7,3,1985
0.04,0.08,"Bosmina longirostris",24_2_1986_43.21028_-75.92278,,43.210280,-75.922780,24,2,1986
0.04,0.08,"Bosmina longirostris",28_6_1982_43.19472_-75.85361,,43.194720,-75.853610,28,6,1982
0.04,0.06,"Bosmina longirostris",29_3_1995_43.21028_-75.92278,,43.210280,-75.922780,29,3,1995
0.04,0.11,"Bosmina longirostris",26_3_1993_43.18083_-75.92639,,43.180830,-75.926390,26,3,1993
0.04,0.08,"Bosmina longirostris",26_4_2004_43.18611_-75.77083,,43.186110,-75.770830,26,4,2004
0.04,0.05,"Bosmina longirostris",20_2_1996_43.18083_-75.92639,,43.180830,-75.926390,20,2,1996
0.04,0.06,"Bosmina longirostris",3_3_1986_43.18083_-75.92639,,43.180830,-75.926390,3,3,1986
0.04,0.07,"Bosmina longirostris",12_9_1994_43.18611_-75.77083,,43.186110,-75.770830,12,9,1994
0.04,0.07,"Bosmina longirostris",28_6_1982_43.18611_-75.77083,,43.186110,-75.770830,28,6,1982
0.04,0.04,"Camptocercus sp",16_8_1994_43.21028_-75.92278,,43.210280,-75.922780,16,8,1994
0.04,0.04,"Chydorus sphaericus",26_4_2004_43.18611_-75.77083,,43.186110,-75.770830,26,4,2004
0.04,0.04,"Chydorus sphaericus",24_4_2000_43.18083_-75.92639,,43.180830,-75.926390,24,4,2000
0.04,0.04,"Chydorus sphaericus",14_5_1982_43.18083_-75.92639,,43.180830,-75.926390,14,5,1982
0.04,0.04,"Chydorus sphaericus",19_1_1981_43.18083_-75.92639,,43.180830,-75.926390,19,1,1981
0.04,0.3,"Daphnia mendotae",25_4_2005_43.18083_-75.92639,,43.180830,-75.926390,25,4,2005
0.04,0.38,"Daphnia mendotae",8_2_1996_43.18083_-75.92639,,43.180830,-75.926390,8,2,1996
0.04,0.93,"Daphnia mendotae",16_8_1994_43.22111_-76.04444,,43.221110,-76.044440,16,8,1994
0.04,0.12,"Daphnia mendotae",10_5_1978_43.18083_-75.92639,,43.180830,-75.926390,10,5,1978
0.04,0.56,"Daphnia mendotae",20_8_1979_43.19472_-75.85361,,43.194720,-75.853610,20,8,1979
0.04,0.43,"Daphnia mendotae",6_7_1981_43.21028_-75.92278,,43.210280,-75.922780,6,7,1981
0.04,0.43,"Daphnia mendotae",18_8_1981_43.21028_-75.92278,,43.210280,-75.922780,18,8,1981
0.04,0.32,"Daphnia pulicaria",13_2_1985_43.18083_-75.92639,,43.180830,-75.926390,13,2,1985
0.04,0.5,"Daphnia pulicaria",4_9_1979_43.22111_-76.04444,,43.221110,-76.044440,4,9,1979
0.04,1.5,"Daphnia pulicaria",24_2_1995_43.18083_-75.92639,,43.180830,-75.926390,24,2,1995
0.04,0.57,"Daphnia pulicaria",15_10_1980_43.18611_-75.77083,,43.186110,-75.770830,15,10,1980
0.04,1.28,"Daphnia retrocurva",11_11_1985_43.21028_-75.92278,,43.210280,-75.922780,11,11,1985
0.04,0.18,"Diaphanosoma sp",16_8_1994_43.22111_-76.04444,,43.221110,-76.044440,16,8,1994
0.04,0.62,"Diaphanosoma sp",11_11_1985_43.21028_-75.92278,,43.210280,-75.922780,11,11,1985
0.04,0.37,"Diaphanosoma sp",16_8_1994_43.21028_-75.92278,,43.210280,-75.922780,16,8,1994
0.04,0.12,"Diaptomus minutus",14_4_1993_43.18083_-75.92639,,43.180830,-75.926390,14,4,1993
0.04,0.08,"Diaptomus minutus",26_4_2004_43.18611_-75.77083,,43.186110,-75.770830,26,4,2004
0.04,0.08,"Diaptomus minutus",24_4_2000_43.18083_-75.92639,,43.180830,-75.926390,24,4,2000
0.04,0.1,"Diaptomus minutus",5_2_1993_43.18083_-75.92639,,43.180830,-75.926390,5,2,1993
0.04,0.55,"Skistodiaptomus oregonensis",16_1_1995_43.18083_-75.92639,,43.180830,-75.926390,16,1,1995
0.04,0.98,"Epischura lacustris",12_9_1994_43.18611_-75.77083,,43.186110,-75.770830,12,9,1994
0.04,1.89,"Epischura lacustris",28_6_1982_43.19472_-75.85361,,43.194720,-75.853610,28,6,1982
0.04,0.07,"Eubosmina coregoni",11_4_2006_43.18083_-75.92639,,43.180830,-75.926390,11,4,2006
0.04,0.13,"Eubosmina coregoni",14_4_1986_43.21028_-75.92278,,43.210280,-75.922780,14,4,1986
0.04,0.13,"Eubosmina coregoni",25_4_2005_43.18083_-75.92639,,43.180830,-75.926390,25,4,2005
0.04,5,"Leptodora kindtii",6_5_1976_43.21028_-75.92278,,43.210280,-75.922780,6,5,1976
0.04,5,"Leptodora kindtii",10_10_1979_43.18611_-75.77083,,43.186110,-75.770830,10,10,1979
0.04,5,"Leptodora kindtii",1_10_1979_43.18611_-75.77083,,43.186110,-75.770830,1,10,1979
0.04,5.03,"Leptodora kindtii",18_8_1981_43.21028_-75.92278,,43.210280,-75.922780,18,8,1981
0.04,5,"Leptodora kindtii",25_8_1980_43.19472_-75.85361,,43.194720,-75.853610,25,8,1980
0.04,5,"Leptodora kindtii",13_8_1979_43.18083_-75.92639,,43.180830,-75.926390,13,8,1979
0.04,5,"Leptodora kindtii",24_5_1976_43.18083_-75.92639,,43.180830,-75.926390,24,5,1976
0.04,0.87,"Mesocyclops edax",13_2_1985_43.18083_-75.92639,,43.180830,-75.926390,13,2,1985
0.04,0.58,"Mesocyclops edax",11_4_1995_43.18083_-75.92639,,43.180830,-75.926390,11,4,1995
0.04,0.18,"Mesocyclops edax",16_8_1994_43.22111_-76.04444,,43.221110,-76.044440,16,8,1994
0.04,0.13,"Mesocyclops edax",26_8_1994_43.21028_-75.92278,,43.210280,-75.922780,26,8,1994
0.04,0.22,"Mesocyclops edax",3_3_1986_43.18083_-75.92639,,43.180830,-75.926390,3,3,1986
0.04,0.14,"Mesocyclops edax",28_6_1982_43.19472_-75.85361,,43.194720,-75.853610,28,6,1982
0.04,0.91,"Mesocyclops edax",3_5_1977_43.18083_-75.92639,,43.180830,-75.926390,3,5,1977
0.04,0.08,"Calanoid copepodid",27_4_2006_43.17833_-75.9475,,43.178330,-75.947500,27,4,2006
0.04,0.15,"Cyclopoid copepodids",15_4_2002_43.18611_-75.77083,,43.186110,-75.770830,15,4,2002
0.04,0.03,"Cyclopoid copepodids",3_5_2000_43.22111_-76.04444,,43.221110,-76.044440,3,5,2000
0.04,0.21,"Daphnia schodleri",20_2_1996_43.18083_-75.92639,,43.180830,-75.926390,20,2,1996
0.04,0.78,"Diaptomus sicilis",25_4_2005_43.18083_-75.92639,,43.180830,-75.926390,25,4,2005
0.04,0.06,"Harpacticoid copepod",26_4_2004_43.18611_-75.77083,,43.186110,-75.770830,26,4,2004
0.04,0.11,"Harpacticoid copepod",15_4_2002_43.18611_-75.77083,,43.186110,-75.770830,15,4,2002
0.04,0.06,"Harpacticoid copepod",24_4_2000_43.18083_-75.92639,,43.180830,-75.926390,24,4,2000
0.05,0.23,"Acanthocyclops vernalis",3_6_1997_43.18083_-75.92639,,43.180830,-75.926390,3,6,1997
0.05,0.35,"Acanthocyclops vernalis",18_4_2005_43.18083_-75.92639,,43.180830,-75.926390,18,4,2005
0.05,0.26,"Acanthocyclops vernalis",12_2_2004_43.18083_-75.92639,,43.180830,-75.926390,12,2,2004
0.05,0.13,"Acanthocyclops vernalis",15_4_2002_43.21028_-75.92278,,43.210280,-75.922780,15,4,2002
0.05,0.15,"Bosmina longirostris",6_10_1994_43.18611_-75.77083,,43.186110,-75.770830,6,10,1994
0.05,0.09,"Bosmina longirostris",6_7_1982_43.18083_-75.92639,,43.180830,-75.926390,6,7,1982
0.05,0.05,"Bosmina longirostris",21_7_1986_43.18611_-75.77083,,43.186110,-75.770830,21,7,1986
0.05,0.05,"Bosmina longirostris",6_9_1994_43.18611_-75.77083,,43.186110,-75.770830,6,9,1994
0.05,0.05,"Bosmina longirostris",19_9_1994_43.18083_-75.92639,,43.180830,-75.926390,19,9,1994
0.05,0.09,"Bosmina longirostris",14_6_1982_43.18611_-75.77083,,43.186110,-75.770830,14,6,1982
0.05,0.34,"Bosmina longirostris",29_3_1995_43.18083_-75.92639,,43.180830,-75.926390,29,3,1995
0.05,0.06,"Bosmina longirostris",10_2_1998_43.18083_-75.92639,,43.180830,-75.926390,10,2,1998
0.05,0.02,"Bosmina longirostris",9_7_1984_43.18611_-75.77083,,43.186110,-75.770830,9,7,1984
0.05,0.16,"Bosmina longirostris",21_4_1986_43.18083_-75.92639,,43.180830,-75.926390,21,4,1986
0.05,0.38,"Bosmina longirostris",10_5_1993_43.18083_-75.92639,,43.180830,-75.926390,10,5,1993
0.05,0.05,"Bosmina longirostris",2_8_1982_43.18611_-75.77083,,43.186110,-75.770830,2,8,1982
0.05,0.15,"Bosmina longirostris",19_4_2000_43.18083_-75.92639,,43.180830,-75.926390,19,4,2000
0.05,0.14,"Bosmina longirostris",19_3_2002_43.18083_-75.92639,,43.180830,-75.926390,19,3,2002
0.05,0.05,"Bosmina longirostris",15_7_2004_43.17833_-75.9475,,43.178330,-75.947500,15,7,2004
0.05,0.05,"Bosmina longirostris",3_9_1996_43.19472_-75.85361,,43.194720,-75.853610,3,9,1996
0.05,0.05,"Bosmina longirostris",19_9_1994_43.22111_-76.04444,,43.221110,-76.044440,19,9,1994
0.05,0.05,"Bosmina longirostris",20_5_1981_43.18083_-75.92639,,43.180830,-75.926390,20,5,1981
0.05,0.05,"Camptocercus sp",6_10_1994_43.18611_-75.77083,,43.186110,-75.770830,6,10,1994
0.05,0.22,"Ceriodaphnia quadrangula",2_8_1982_43.18611_-75.77083,,43.186110,-75.770830,2,8,1982
0.05,0.1,"Ceriodaphnia quadrangula",27_5_1981_43.21028_-75.92278,,43.210280,-75.922780,27,5,1981
0.05,0.08,"Chydorus sphaericus",7_4_1986_43.18083_-75.92639,,43.180830,-75.926390,7,4,1986
0.05,0.09,"Chydorus sphaericus",1_4_1983_43.18083_-75.92639,,43.180830,-75.926390,1,4,1983
0.05,0.04,"Chydorus sphaericus",14_6_1982_43.18611_-75.77083,,43.186110,-75.770830,14,6,1982
0.05,0.05,"Chydorus sphaericus",15_4_1999_43.18083_-75.92639,,43.180830,-75.926390,15,4,1999
0.05,0.2,"Chydorus sphaericus",28_1_1982_43.18083_-75.92639,,43.180830,-75.926390,28,1,1982
0.05,0.05,"Chydorus sphaericus",11_7_1988_43.19472_-75.85361,,43.194720,-75.853610,11,7,1988
0.05,0.05,"Chydorus sphaericus",14_5_1982_43.21028_-75.92278,,43.210280,-75.922780,14,5,1982
0.05,0.02,"Chydorus sphaericus",31_1_1990_43.18083_-75.92639,,43.180830,-75.926390,31,1,1990
0.05,0.04,"Chydorus sphaericus",20_2_1979_43.18083_-75.92639,,43.180830,-75.926390,20,2,1979
0.05,0.05,"Chydorus sphaericus",9_7_1984_43.18611_-75.77083,,43.186110,-75.770830,9,7,1984
0.05,0.52,"Daphnia mendotae",14_4_1998_43.19472_-75.85361,,43.194720,-75.853610,14,4,1998
0.05,0.89,"Daphnia mendotae",5_5_1994_43.18083_-75.92639,,43.180830,-75.926390,5,5,1994
0.05,0.64,"Daphnia mendotae",2_9_1980_43.21028_-75.92278,,43.210280,-75.922780,2,9,1980
0.05,0.54,"Daphnia mendotae",24_8_1981_43.19472_-75.85361,,43.194720,-75.853610,24,8,1981
0.05,0.54,"Daphnia mendotae",24_8_1981_43.18611_-75.77083,,43.186110,-75.770830,24,8,1981
0.05,0.15,"Daphnia mendotae",30_5_1978_43.21028_-75.92278,,43.210280,-75.922780,30,5,1978
0.05,0.5,"Daphnia mendotae",5_5_1994_43.21028_-75.92278,,43.210280,-75.922780,5,5,1994
0.05,0.43,"Daphnia mendotae",3_6_1997_43.18083_-75.92639,,43.180830,-75.926390,3,6,1997
0.05,0.6,"Daphnia pulicaria",24_9_1984_43.21028_-75.92278,,43.210280,-75.922780,24,9,1984
0.05,1.4,"Daphnia pulicaria",30_10_1979_43.21028_-75.92278,,43.210280,-75.922780,30,10,1979
0.05,0.37,"Daphnia pulicaria",5_5_1994_43.21028_-75.92278,,43.210280,-75.922780,5,5,1994
0.05,0.83,"Daphnia pulicaria",30_9_1980_43.21028_-75.92278,,43.210280,-75.922780,30,9,1980
0.05,1.35,"Daphnia pulicaria",10_4_1990_43.18083_-75.92639,,43.180830,-75.926390,10,4,1990
0.05,0.3,"Daphnia pulicaria",27_7_1981_43.18083_-75.92639,,43.180830,-75.926390,27,7,1981
0.05,0.19,"Daphnia pulicaria",20_7_1981_43.19472_-75.85361,,43.194720,-75.853610,20,7,1981
0.05,0.2,"Daphnia pulicaria",14_6_1982_43.18611_-75.77083,,43.186110,-75.770830,14,6,1982
0.05,0.6,"Daphnia retrocurva",6_8_1975_43.18083_-75.92639,,43.180830,-75.926390,6,8,1975
0.05,1.15,"Daphnia retrocurva",2_8_1982_43.18611_-75.77083,,43.186110,-75.770830,2,8,1982
0.05,0.51,"Daphnia retrocurva",4_10_1982_43.21028_-75.92278,,43.210280,-75.922780,4,10,1982
0.05,1.23,"Daphnia retrocurva",25_6_1984_43.19472_-75.85361,,43.194720,-75.853610,25,6,1984
0.05,0.31,"Diacyclops thomasi",5_5_1994_43.21028_-75.92278,,43.210280,-75.922780,5,5,1994
0.05,2.54,"Diaphanosoma sp",19_9_1994_43.18083_-75.92639,,43.180830,-75.926390,19,9,1994
0.05,0.96,"Diaphanosoma sp",30_7_1984_43.21028_-75.92278,,43.210280,-75.922780,30,7,1984
0.05,0.87,"Diaphanosoma sp",24_9_1984_43.21028_-75.92278,,43.210280,-75.922780,24,9,1984
0.05,0.67,"Diaphanosoma sp",6_9_1994_43.21028_-75.92278,,43.210280,-75.922780,6,9,1994
0.05,0.05,"Diaptomus minutus",19_4_2000_43.18083_-75.92639,,43.180830,-75.926390,19,4,2000
0.05,0.02,"Diaptomus minutus",27_4_1993_43.18083_-75.92639,,43.180830,-75.926390,27,4,1993
0.05,1,"Skistodiaptomus oregonensis",20_10_1980_43.18083_-75.92639,,43.180830,-75.926390,20,10,1980
